Order_ID,Order_Date,Customer_ID,Restaurant_ID,Region,Delivery_Partner_ID,Order_Value,Delivery_Fee,Discount_Applied,Final_Amount,Payment_Mode,Order_Status,Delivery_Time_Minutes,Order_Rating,Festival_Flag
O500431,02-11-2024,C00709,R395,Urban,D0023,785,30,150,665,UPI,Delivered,30,4,1
O500439,30-07-2024,C09373,R037,Metropolitan,D0072,550,35,0,585,UPI,Delivered,31,5,1
O500441,12-11-2025,C02052,R103,Urban,D0567,484,35,0,519,UPI,Delivered,38,5,1
O500453,13-01-2023,C04660,R239,Semi-Urban,D1054,311,30,150,191,Wallet,Delivered,35,5,0
O500461,08-09-2025,C00896,R409,Semi-Urban,D0697,539,40,0,579,Wallet,Delivered,35,4,0
O500462,16-07-2024,C04652,R206,Semi-Urban,D0412,671,35,0,706,Cash,Delivered,28,3,1
O500469,20-08-2024,C01744,R426,Semi-Urban,D0424,490,30,0,520,Card,Delivered,37,3,1
O500481,14-12-2025,C01639,R523,Semi-Urban,D1024,473,35,20,488,Card,Delivered,39,3,1
O500489,08-01-2023,C03077,R059,Semi-Urban,D0656,607,30,50,587,UPI,Delivered,36,4,0
O500515,23-08-2023,C05672,R407,Semi-Urban,D1084,552,35,0,587,UPI,Delivered,34,4,1
O500528,13-04-2023,C01929,R162,Urban,D0930,443,35,20,458,Cash,Delivered,38,4,0
O500530,01-08-2025,C04671,R181,Semi-Urban,D0562,637,30,0,667,UPI,Delivered,25,1,1
O500540,04-12-2023,C00763,R111,Urban,D0645,625,30,150,505,UPI,Delivered,30,5,1
O500559,18-09-2023,C02580,R206,Semi-Urban,D0925,367,30,0,397,Cash,Delivered,43,3,0
O500568,15-03-2025,C05478,R110,Urban,D0725,668,35,0,703,UPI,Delivered,36,5,1
O500569,07-10-2025,C16786,R395,Urban,D0387,793,30,0,823,UPI,Delivered,25,3,1
O500576,12-01-2025,C00038,R267,Urban,D0561,462,35,0,497,UPI,Delivered,45,5,0
O500583,22-01-2025,C14134,R389,Urban,D0315,667,35,0,702,UPI,Delivered,32,3,0
O500589,19-04-2023,C14402,R337,Urban,D1019,458,35,20,473,Cash,Returned,28,4,0
O500605,28-02-2025,C16826,R360,Urban,D0277,406,30,0,436,Wallet,Delivered,39,4,0
O500622,08-10-2025,C01316,R468,Semi-Urban,D0613,333,30,0,363,UPI,Delivered,42,5,1
O500631,19-09-2025,C04660,R392,Semi-Urban,D0823,614,30,0,644,UPI,Delivered,33,3,0
O500637,03-07-2024,C05582,R165,Urban,D0357,753,30,0,783,Card,Delivered,42,4,1
O500638,14-04-2024,C05166,R189,Semi-Urban,D0444,737,35,0,772,UPI,Delivered,29,3,0
O500642,03-10-2025,C03982,R385,Urban,D0929,304,30,0,334,UPI,Delivered,30,4,1
O500643,22-05-2024,C08783,R052,Urban,D0865,621,40,0,661,Card,Delivered,43,4,0
O500656,04-11-2023,C07939,R048,Urban,D0559,669,50,0,719,UPI,Delivered,36,4,1
O500659,17-06-2024,C11537,R265,Urban,D1031,472,40,0,512,Wallet,Delivered,30,4,0
O500660,28-07-2025,C17221,R347,Metropolitan,D0258,582,35,75,542,UPI,Delivered,42,3,1
O500668,12-10-2025,C01811,R469,Urban,D0515,670,50,0,720,Card,Delivered,30,4,1
O500686,05-04-2025,C01069,R008,Urban,D1036,345,30,20,355,Cash,Delivered,35,5,0
O500697,12-07-2025,C21498,R130,Metropolitan,D0536,554,30,0,584,UPI,Delivered,32,5,1
O500731,17-04-2025,C20610,R194,Metropolitan,D0069,334,30,0,364,UPI,Delivered,33,3,0
O500741,23-05-2025,C02296,R546,Urban,D0004,754,30,0,784,UPI,Delivered,34,4,0
O500745,04-05-2024,C16213,R517,Metropolitan,D0711,499,30,0,529,Card,Delivered,37,5,0
O500753,20-11-2023,C17477,R290,Metropolitan,D0536,947,30,30,947,UPI,Delivered,37,5,1
O500759,31-08-2025,C20540,R510,Metropolitan,D0458,563,30,150,443,UPI,Delivered,31,5,1
O500763,26-11-2024,C05690,R536,Urban,D0973,513,30,0,543,Cash,Delivered,39,3,1
O500774,10-09-2025,C04672,R378,Urban,D0499,536,35,20,551,UPI,Delivered,39,3,0
O500782,09-10-2024,C00783,R260,Urban,D0577,812,30,30,812,UPI,Delivered,34,5,1
O500791,09-10-2025,C18214,R177,Metropolitan,D0589,526,40,0,566,UPI,Delivered,34,3,1
O500815,02-10-2025,C20374,R288,Metropolitan,D0991,509,30,50,489,UPI,Delivered,36,3,1
O500819,17-02-2023,C00012,R530,Metropolitan,D0259,576,40,0,616,Card,Delivered,27,5,0
O500824,12-10-2025,C13485,R145,Urban,D0778,425,50,0,475,Card,Delivered,35,5,1
O500837,11-04-2023,C08766,R081,Urban,D0700,803,35,75,763,Wallet,Delivered,39,5,0
O500842,02-08-2024,C15862,R244,Metropolitan,D0271,386,40,0,426,UPI,Delivered,38,5,1
O500858,24-06-2024,C09385,R493,Urban,D0025,320,35,0,355,Wallet,Delivered,25,4,0
O500860,18-01-2025,C02772,R407,Semi-Urban,D0432,507,35,0,542,Wallet,Delivered,41,4,0
O500882,22-12-2025,C02225,R136,Semi-Urban,D0697,478,30,0,508,UPI,Delivered,44,5,1
O500904,31-07-2024,C06926,R397,Urban,D0692,542,30,0,572,Wallet,Delivered,30,4,1
O500914,30-04-2025,C06204,R079,Urban,D0543,702,30,75,657,UPI,Delivered,31,5,0
O500922,24-09-2023,C10640,R127,Metropolitan,D0906,504,35,0,539,Wallet,Delivered,43,4,0
O500928,10-01-2025,C13613,R414,Urban,D0425,444,35,50,429,UPI,Delivered,32,4,0
O500929,01-08-2025,C01698,R011,Metropolitan,D0400,648,35,0,683,Cash,Delivered,33,3,1
O500935,08-10-2024,C18164,R091,Metropolitan,D0797,778,50,0,828,UPI,Delivered,39,4,1
O500949,23-12-2025,C00611,R467,Semi-Urban,D0573,901,50,0,951,UPI,Delivered,34,4,1
O500953,18-09-2025,C20377,R089,Metropolitan,D0419,585,35,50,570,Wallet,Delivered,40,4,0
O500967,01-10-2023,C02322,R426,Semi-Urban,D0180,397,30,0,427,UPI,Delivered,38,4,1
O500968,02-11-2024,C17061,R454,Metropolitan,D0247,403,35,50,388,Cash,Delivered,30,4,1
O500971,07-11-2023,C01981,R136,Semi-Urban,D1089,641,35,75,601,UPI,Delivered,34,4,1
O500985,01-01-2025,C04882,R301,Urban,D0942,200,30,0,230,Card,Delivered,31,4,0
O500990,25-05-2025,C02345,R158,Urban,D0116,538,35,0,573,UPI,Delivered,34,5,0
O500993,11-05-2023,C04349,R299,Urban,D0346,306,30,100,236,UPI,Delivered,38,4,0
O500999,08-04-2024,C20745,R475,Metropolitan,D0001,690,35,0,725,Wallet,Cancelled,42,3,0
O501013,16-01-2024,C00896,R002,Semi-Urban,D0988,571,50,0,621,UPI,Delivered,28,4,0
O501026,21-02-2024,C04660,R181,Semi-Urban,D0444,666,30,0,696,UPI,Delivered,33,4,0
O501027,25-03-2023,C01053,R099,Urban,D0871,847,50,20,877,UPI,Delivered,38,5,1
O501033,09-05-2023,C00717,R536,Urban,D0060,360,35,0,395,Cash,Delivered,35,4,0
O501036,12-09-2025,C04128,R234,Semi-Urban,D0303,544,40,30,554,Wallet,Delivered,34,4,0
O501041,22-06-2025,C01356,R238,Urban,D1032,470,40,0,510,Wallet,Delivered,45,4,0
O501067,30-03-2023,C03782,R468,Semi-Urban,D0634,487,30,0,517,UPI,Delivered,35,5,1
O501070,31-01-2025,C02501,R059,Semi-Urban,D0256,510,30,0,540,UPI,Delivered,43,4,0
O501075,17-08-2023,C00896,R151,Semi-Urban,D0745,657,35,75,617,Card,Delivered,31,4,1
O501093,28-02-2024,C06965,R219,Urban,D0706,268,35,50,253,UPI,Delivered,30,4,0
O501098,06-10-2025,C01449,R084,Urban,D0856,523,30,0,553,UPI,Delivered,28,4,1
O501102,05-08-2024,C20519,R028,Metropolitan,D0264,684,50,0,734,UPI,Delivered,43,2,1
O501115,24-02-2024,C04671,R451,Semi-Urban,D0831,362,30,0,392,UPI,Delivered,35,5,0
O501137,18-12-2023,C02479,R236,Semi-Urban,D1010,898,30,0,928,UPI,Delivered,35,4,1
O501140,18-12-2025,C20242,R126,Metropolitan,D0121,531,30,0,561,Wallet,Delivered,35,4,1
O501141,29-04-2024,C21792,R319,Metropolitan,D0512,624,40,0,664,UPI,Delivered,40,2,0
O501153,26-06-2023,C19485,R500,Metropolitan,D0239,476,35,0,511,Card,Delivered,38,2,0
O501154,28-03-2024,C05119,R303,Semi-Urban,D1054,678,30,0,708,Card,Delivered,30,2,1
O501167,19-03-2023,C19740,R460,Metropolitan,D1069,516,30,0,546,UPI,Delivered,36,4,1
O501179,02-12-2024,C08436,R414,Urban,D0883,436,35,0,471,UPI,Cancelled,37,4,1
O501199,29-04-2023,C01141,R316,Semi-Urban,D1010,846,30,50,826,Wallet,Delivered,37,4,0
O501208,26-06-2023,C11890,R547,Urban,D0788,341,40,0,381,Card,Delivered,39,4,0
O501261,30-03-2024,C04671,R467,Semi-Urban,D1084,686,35,0,721,Cash,Delivered,34,3,1
O501270,17-12-2024,C02143,R238,Urban,D0106,745,30,0,775,UPI,Delivered,28,2,1
O501296,14-12-2023,C16098,R249,Metropolitan,D0710,372,50,0,422,Wallet,Delivered,33,2,1
O501303,11-11-2025,C08370,R210,Urban,D0269,402,30,0,432,Card,Delivered,43,5,1
O501306,09-12-2023,C05219,R303,Semi-Urban,D0257,622,30,0,652,Cash,Returned,31,3,1
O501317,25-09-2024,C06432,R451,Semi-Urban,D0716,319,40,0,359,UPI,Delivered,37,2,0
O501318,19-11-2023,C02501,R093,Semi-Urban,D0743,359,35,100,294,UPI,Delivered,37,4,1
O501329,21-01-2023,C06364,R007,Semi-Urban,D0219,641,40,0,681,Wallet,Delivered,33,5,0
O501330,04-06-2023,C04921,R293,Semi-Urban,D1084,664,30,50,644,UPI,Delivered,42,4,0
O501338,23-05-2024,C02452,R059,Semi-Urban,D0044,457,35,0,492,Cash,Delivered,42,2,0
O501339,16-07-2025,C03819,R378,Urban,D1029,420,35,0,455,UPI,Returned,41,5,1
O501343,27-07-2025,C14450,R152,Urban,D0734,518,35,30,523,UPI,Delivered,34,5,1
O501356,26-01-2024,C12125,R387,Urban,D0560,781,40,30,791,Wallet,Delivered,34,4,0
O501357,30-01-2024,C07085,R448,Urban,D0865,745,30,0,775,Wallet,Delivered,44,3,0
O501360,21-11-2025,C04439,R521,Metropolitan,D0971,751,35,30,756,UPI,Delivered,37,4,1
O501361,18-09-2024,C00048,R410,Urban,D0053,423,35,0,458,UPI,Delivered,36,4,0
O501362,23-02-2024,C11227,R254,Metropolitan,D0611,472,30,0,502,UPI,Delivered,31,4,0
O501366,02-07-2024,C18868,R484,Metropolitan,D0721,637,30,0,667,UPI,Delivered,28,4,1
O501367,13-02-2025,C13484,R144,Urban,D0893,481,50,0,531,UPI,Delivered,36,4,0
O501375,11-04-2024,C17660,R030,Metropolitan,D0526,527,35,0,562,Cash,Delivered,27,4,0
O501383,11-11-2025,C03485,R164,Semi-Urban,D0257,395,30,20,405,Cash,Delivered,33,5,1
O501394,08-07-2024,C14230,R443,Urban,D1002,818,30,0,848,Cash,Delivered,34,3,1
O501395,02-02-2024,C06060,R080,Urban,D0245,471,40,30,481,Wallet,Delivered,40,4,0
O501401,17-09-2024,C01642,R436,Urban,D0493,818,30,0,848,UPI,Delivered,29,5,0
O501409,20-01-2025,C11413,R401,Urban,D0975,450,35,0,485,Card,Delivered,36,4,0
O501414,06-12-2025,C06286,R068,Semi-Urban,D0676,716,35,0,751,Wallet,Delivered,37,4,1
O501417,26-06-2023,C16438,R191,Urban,D0661,548,40,100,488,UPI,Delivered,36,5,0
O501425,23-11-2025,C02050,R472,Urban,D0947,548,40,0,588,Cash,Delivered,40,4,1
O501427,19-09-2023,C15327,R320,Metropolitan,D0822,558,35,0,593,UPI,Delivered,39,5,0
O501428,04-10-2023,C20914,R490,Metropolitan,D0230,899,30,30,899,Card,Delivered,38,5,1
O501445,16-12-2024,C10812,R205,Metropolitan,D0368,294,35,0,329,Wallet,Delivered,27,4,1
O501455,01-02-2024,C01073,R007,Semi-Urban,D0044,759,40,100,699,Wallet,Delivered,31,4,0
O501456,23-02-2025,C17725,R108,Metropolitan,D0030,700,30,100,630,UPI,Delivered,30,4,0
O501462,21-10-2023,C05585,R176,Urban,D0311,736,35,75,696,UPI,Delivered,38,4,1
O501466,19-03-2024,C21678,R369,Metropolitan,D0681,613,35,0,648,Card,Delivered,40,4,1
O501478,05-04-2025,C15487,R395,Urban,D0774,757,30,50,737,UPI,Delivered,44,4,0
O501501,20-07-2023,C18414,R073,Metropolitan,D0814,333,35,0,368,Wallet,Delivered,42,5,1
O501509,09-05-2025,C03349,R179,Semi-Urban,D0412,431,30,0,461,UPI,Delivered,42,5,0
O501515,01-07-2025,C20763,R422,Metropolitan,D0713,623,35,0,658,UPI,Delivered,40,4,1
O501549,06-03-2023,C21153,R258,Metropolitan,D0756,560,40,0,600,UPI,Delivered,40,4,1
O501558,09-11-2025,C16366,R188,Metropolitan,D0996,579,35,0,614,UPI,Delivered,28,5,1
O501562,22-01-2023,C13634,R373,Metropolitan,D0649,352,50,30,372,Wallet,Delivered,25,5,0
O501574,02-05-2025,C05283,R392,Semi-Urban,D0227,493,50,100,443,Card,Delivered,35,1,0
O501588,08-12-2024,C03544,R093,Semi-Urban,D1048,375,30,150,255,UPI,Delivered,31,4,1
O501592,06-02-2024,C11509,R266,Urban,D0494,433,35,0,468,Wallet,Delivered,34,4,0
O501608,07-06-2023,C06286,R523,Semi-Urban,D0614,554,30,0,584,Card,Delivered,43,4,0
O501626,30-07-2025,C03420,R074,Urban,D0675,512,30,0,542,UPI,Delivered,32,4,1
O501656,06-01-2024,C02675,R257,Semi-Urban,D0312,515,30,0,545,UPI,Delivered,36,2,0
O501666,24-11-2025,C04566,R409,Semi-Urban,D1010,309,30,0,339,UPI,Delivered,38,4,1
O501693,14-06-2025,C04338,R344,Metropolitan,D0134,481,30,0,511,Card,Cancelled,39,4,0
O501701,04-10-2024,C08035,R476,Urban,D0298,639,35,0,674,Card,Delivered,36,3,1
O501707,15-04-2023,C10992,R251,Metropolitan,D0585,566,30,0,596,Cash,Delivered,25,5,0
O501712,10-11-2024,C01369,R298,Urban,D0897,440,35,0,475,UPI,Delivered,38,2,1
O501715,04-07-2023,C12604,R092,Urban,D0211,568,35,0,603,Card,Delivered,36,4,1
O501720,20-09-2025,C02649,R426,Semi-Urban,D0716,687,40,0,727,Card,Delivered,35,4,0
O501725,01-01-2025,C05338,R533,Semi-Urban,D0613,750,40,0,790,Card,Delivered,31,4,0
O501733,17-09-2024,C02580,R234,Semi-Urban,D0760,371,35,20,386,Card,Delivered,32,5,0
O501741,25-01-2023,C05141,R485,Semi-Urban,D0820,362,35,0,397,Card,Delivered,35,5,0
O501743,06-09-2025,C13151,R476,Urban,D0948,405,40,0,445,Card,Delivered,29,4,0
O501754,08-12-2023,C07614,R285,Metropolitan,D0207,259,30,0,289,Wallet,Delivered,37,3,1
O501783,12-11-2024,C05078,R318,Urban,D0567,581,40,20,601,Card,Delivered,40,4,1
O501784,18-08-2024,C05436,R206,Semi-Urban,D0573,477,35,0,512,UPI,Delivered,41,3,1
O501786,24-05-2024,C11234,R231,Urban,D0137,628,50,20,658,Card,Delivered,32,2,0
O501787,11-11-2025,C00485,R061,Semi-Urban,D0032,895,30,0,925,UPI,Delivered,36,5,1
O501799,26-05-2023,C03836,R485,Semi-Urban,D0186,285,35,0,320,UPI,Delivered,37,4,0
O501801,12-05-2025,C21183,R345,Metropolitan,D0943,597,40,0,637,UPI,Delivered,31,5,0
O501814,14-04-2023,C12044,R004,Urban,D0783,473,30,0,503,UPI,Delivered,33,5,0
O501834,21-01-2024,C13199,R048,Urban,D0156,653,40,0,693,Card,Delivered,28,4,0
O501836,19-09-2025,C13535,R320,Metropolitan,D0889,324,30,0,354,Card,Delivered,34,4,0
O501844,30-11-2023,C04916,R356,Urban,D0805,922,40,0,962,UPI,Delivered,45,4,1
O501845,21-09-2025,C00529,R358,Semi-Urban,D0955,621,30,0,651,Card,Delivered,35,2,0
O501852,01-06-2025,C20867,R139,Metropolitan,D0526,558,50,0,608,Card,Delivered,41,5,0
O501854,20-04-2025,C16824,R270,Urban,D1100,359,30,20,369,UPI,Returned,35,3,0
O501873,06-05-2025,C04968,R483,Metropolitan,D1062,513,35,0,548,Wallet,Delivered,36,3,0
O501894,09-06-2024,C03574,R151,Semi-Urban,D0376,318,30,100,248,UPI,Delivered,30,5,0
O501910,26-01-2025,C12221,R291,Urban,D0864,564,30,30,564,Card,Delivered,37,2,0
O501932,14-08-2024,C04160,R525,Urban,D0448,688,50,50,688,Card,Delivered,33,3,1
O501946,11-02-2023,C06016,R112,Urban,D0629,462,35,20,477,UPI,Returned,25,4,0
O501948,02-02-2024,C00460,R542,Metropolitan,D0780,506,30,0,536,UPI,Delivered,34,4,0
O501977,16-01-2025,C08243,R371,Urban,D0650,387,30,30,387,Card,Delivered,28,5,0
O501983,30-07-2023,C00290,R256,Urban,D0875,666,30,0,696,Cash,Delivered,37,5,1
O501984,23-04-2024,C04654,R005,Urban,D0936,602,30,0,632,UPI,Delivered,32,4,0
O501997,02-08-2024,C00299,R189,Semi-Urban,D0664,626,35,0,661,Card,Delivered,41,2,1
O502005,17-03-2024,C14195,R033,Urban,D0683,421,40,0,461,Card,Delivered,29,3,1
O502016,10-09-2024,C16136,R297,Urban,D1077,461,35,0,496,Card,Delivered,33,4,0
O502019,10-01-2025,C19934,R020,Metropolitan,D0985,503,30,30,503,Card,Delivered,32,4,0
O502020,27-01-2024,C05672,R467,Semi-Urban,D0444,288,30,50,268,UPI,Delivered,35,4,0
O502026,13-09-2023,C15206,R075,Metropolitan,D0580,664,30,0,694,Card,Delivered,43,5,0
O502036,19-01-2023,C04235,R304,Urban,D0549,647,35,0,682,Card,Delivered,41,5,0
O502043,27-05-2023,C13317,R010,Urban,D0053,442,30,0,472,UPI,Delivered,30,3,0
O502059,26-05-2025,C01679,R234,Semi-Urban,D1089,260,35,0,295,UPI,Delivered,36,5,0
O502068,15-11-2025,C03485,R502,Semi-Urban,D0760,683,35,50,668,Card,Delivered,43,4,1
O502081,30-09-2023,C04578,R312,Semi-Urban,D0257,586,50,0,636,Card,Delivered,37,4,0
O502088,12-03-2024,C05458,R523,Semi-Urban,D0624,367,30,0,397,UPI,Delivered,33,5,1
O502090,21-12-2023,C04671,R151,Semi-Urban,D0376,432,40,0,472,UPI,Delivered,33,4,1
O502098,07-11-2025,C09713,R255,Metropolitan,D1001,764,30,0,794,Card,Delivered,40,5,1
O502111,20-12-2023,C05017,R281,Urban,D0635,331,35,0,366,Wallet,Delivered,37,4,1
O502121,31-07-2025,C06575,R178,Urban,D0011,461,30,30,461,UPI,Delivered,35,4,1
O502125,29-03-2025,C03309,R467,Semi-Urban,D0868,546,35,0,581,UPI,Delivered,30,5,1
O502128,09-08-2025,C03064,R206,Semi-Urban,D1047,435,30,0,465,UPI,Delivered,35,3,1
O502150,27-06-2024,C00999,R131,Semi-Urban,D0988,269,35,0,304,UPI,Delivered,36,4,0
O502154,24-10-2024,C20461,R096,Metropolitan,D0465,867,40,0,907,UPI,Delivered,39,4,1
O502164,01-05-2025,C02724,R107,Semi-Urban,D0925,671,35,0,706,UPI,Delivered,39,3,0
O502173,24-07-2023,C02479,R239,Semi-Urban,D0664,601,30,0,631,UPI,Delivered,34,5,1
O502179,04-08-2025,C08732,R191,Urban,D0569,482,35,0,517,Cash,Delivered,37,4,1
O502184,07-06-2025,C00770,R502,Semi-Urban,D1084,245,35,20,260,Card,Returned,31,5,0
O502205,17-01-2023,C05889,R121,Metropolitan,D0179,419,40,0,459,UPI,Delivered,28,3,0
O502251,02-01-2024,C00744,R295,Metropolitan,D0882,515,30,0,545,UPI,Delivered,36,4,0
O502254,22-08-2024,C01161,R392,Semi-Urban,D1024,727,55,0,782,UPI,Delivered,50,4,1
O502263,17-07-2025,C05077,R531,Urban,D0170,484,50,0,534,Wallet,Delivered,33,5,1
O502265,05-01-2023,C12921,R280,Urban,D0989,664,35,150,549,UPI,Delivered,48,5,0
O502278,23-04-2025,C05191,R136,Semi-Urban,D0442,647,40,0,687,UPI,Delivered,30,5,0
O502279,18-07-2025,C04639,R293,Semi-Urban,D0613,508,35,0,543,Card,Returned,29,4,1
O502282,22-03-2023,C11880,R245,Urban,D0266,803,30,75,758,Card,Returned,35,5,1
O502290,24-10-2024,C00705,R502,Semi-Urban,D0412,854,50,0,904,Wallet,Delivered,36,5,1
O502292,22-09-2024,C03384,R377,Metropolitan,D0113,444,35,0,479,UPI,Delivered,43,5,0
O502301,30-04-2024,C15063,R537,Urban,D0084,636,30,0,666,Cash,Delivered,29,4,0
O502308,23-10-2023,C06286,R533,Semi-Urban,D0462,408,35,75,368,Card,Delivered,41,4,1
O502312,19-06-2025,C01591,R485,Semi-Urban,D0009,335,50,150,235,UPI,Cancelled,34,4,0
O502313,19-11-2025,C06783,R359,Metropolitan,D0258,498,30,0,528,UPI,Delivered,28,5,1
O502329,12-11-2025,C04128,R316,Semi-Urban,D0256,946,40,0,986,Wallet,Delivered,41,4,1
O502344,08-09-2024,C00423,R448,Urban,D0629,414,35,50,399,UPI,Delivered,32,5,0
O502365,12-10-2024,C18002,R044,Metropolitan,D1043,694,50,0,744,Wallet,Delivered,40,3,1
O502371,06-07-2023,C01428,R523,Semi-Urban,D0698,486,30,30,486,UPI,Delivered,39,5,1
O502384,16-03-2023,C09559,R168,Metropolitan,D0173,491,40,50,481,Wallet,Returned,41,3,1
O502387,14-04-2024,C04584,R537,Urban,D0752,319,30,0,349,UPI,Delivered,34,5,0
O502389,04-05-2025,C18239,R326,Metropolitan,D0736,496,35,0,531,UPI,Delivered,37,5,0
O502399,25-09-2025,C18563,R170,Metropolitan,D0836,594,30,0,624,Card,Delivered,37,2,0
O502420,28-10-2023,C12135,R347,Metropolitan,D0653,489,35,0,524,Card,Delivered,33,2,1
O502426,15-03-2023,C03379,R164,Semi-Urban,D0138,955,30,50,935,UPI,Delivered,33,4,1
O502432,14-10-2024,C08994,R220,Metropolitan,D0903,857,30,0,887,Card,Delivered,36,1,1
O502436,16-11-2024,C14651,R083,Urban,D0245,519,30,0,549,UPI,Delivered,35,4,1
O502438,03-07-2023,C14084,R070,Urban,D0787,485,30,20,495,UPI,Delivered,29,4,1
O502444,04-09-2023,C02724,R131,Semi-Urban,D1047,353,30,50,333,Card,Delivered,28,5,0
O502452,10-04-2023,C02478,R305,Semi-Urban,D0044,522,35,0,557,UPI,Delivered,33,4,0
O502453,21-12-2025,C05607,R517,Metropolitan,D0121,607,50,75,582,UPI,Delivered,35,3,1
O502476,08-03-2024,C02590,R516,Semi-Urban,D0303,513,30,0,543,Card,Delivered,36,4,1
O502479,30-11-2023,C08828,R047,Urban,D0522,603,35,0,638,UPI,Delivered,36,4,1
O502481,06-12-2023,C13564,R075,Metropolitan,D0906,337,35,0,372,Wallet,Delivered,33,3,1
O502497,23-10-2023,C20751,R091,Metropolitan,D0351,519,40,20,539,Wallet,Delivered,37,5,1
O502499,03-10-2025,C20285,R343,Metropolitan,D0514,505,35,0,540,UPI,Delivered,34,2,1
O502500,22-11-2024,C08139,R541,Urban,D0195,829,30,0,859,UPI,Delivered,40,4,1
O502514,05-11-2025,C03134,R243,Metropolitan,D0631,667,35,0,702,UPI,Delivered,26,5,1
O502517,28-10-2023,C06554,R151,Semi-Urban,D1048,466,50,0,516,UPI,Delivered,38,4,1
O502520,10-11-2025,C01981,R164,Semi-Urban,D0312,810,35,0,845,Card,Returned,31,5,1
O502524,04-02-2025,C06453,R041,Semi-Urban,D0412,618,35,75,578,Card,Cancelled,36,4,0
O502527,17-03-2025,C09468,R540,Metropolitan,D0221,200,35,50,185,UPI,Delivered,32,4,1
O502540,13-04-2024,C00485,R392,Semi-Urban,D0573,546,30,100,476,Card,Delivered,38,4,0
O502547,06-11-2024,C06648,R133,Metropolitan,D0888,644,40,0,684,Wallet,Delivered,38,3,1
O502554,08-03-2025,C02675,R041,Semi-Urban,D0792,276,40,50,266,UPI,Delivered,48,5,1
O502562,01-08-2023,C11865,R103,Urban,D0599,356,30,0,386,UPI,Delivered,29,3,1
O502573,22-09-2024,C13484,R272,Urban,D0083,480,30,30,480,UPI,Delivered,26,4,0
O502579,02-04-2025,C13994,R390,Metropolitan,D1043,618,35,0,653,Cash,Delivered,40,5,0
O502580,26-08-2025,C19300,R246,Metropolitan,D0689,415,30,20,425,Cash,Delivered,35,5,1
O502583,04-10-2025,C06918,R030,Metropolitan,D1068,410,30,0,440,UPI,Delivered,44,4,1
O502585,31-08-2025,C06131,R293,Semi-Urban,D0501,446,30,0,476,UPI,Delivered,36,5,1
O502594,05-05-2023,C20816,R482,Metropolitan,D1028,603,35,150,488,Card,Returned,26,4,0
O502595,20-06-2024,C04566,R496,Semi-Urban,D1087,315,30,0,345,Card,Delivered,38,3,0
O502601,29-12-2025,C15850,R085,Urban,D0543,490,50,0,540,Card,Delivered,34,4,1
O502602,25-01-2024,C05156,R316,Semi-Urban,D0501,483,30,30,483,UPI,Delivered,34,2,0
O502604,08-11-2023,C04639,R451,Semi-Urban,D1084,611,30,150,491,UPI,Delivered,39,4,1
O502624,28-06-2023,C01297,R206,Semi-Urban,D0138,333,40,0,373,Card,Returned,29,3,0
O502629,19-12-2024,C21634,R484,Metropolitan,D0512,726,30,0,756,UPI,Delivered,32,4,1
O502643,26-03-2023,C16704,R291,Urban,D0147,289,30,75,244,UPI,Cancelled,29,5,1
O502646,09-09-2024,C15453,R045,Urban,D0706,304,50,0,354,Card,Delivered,36,3,0
O502659,04-09-2024,C02352,R120,Urban,D0840,484,40,0,524,Card,Delivered,26,5,0
O502666,14-11-2025,C04756,R318,Urban,D0076,607,30,0,637,UPI,Delivered,40,5,1
O502677,13-10-2024,C02691,R137,Metropolitan,D0801,435,40,0,475,UPI,Delivered,25,1,1
O502681,18-08-2023,C11230,R431,Urban,D0892,769,35,150,654,UPI,Delivered,44,5,1
O502685,21-08-2025,C08745,R272,Urban,D0800,228,35,100,163,UPI,Delivered,40,3,1
O502699,11-09-2025,C10646,R428,Metropolitan,D0803,678,35,0,713,Cash,Delivered,29,4,0
O502729,27-12-2024,C09835,R446,Urban,D0274,530,30,100,460,UPI,Delivered,39,5,1
O502749,19-06-2023,C00611,R031,Semi-Urban,D0955,200,40,0,240,Card,Delivered,37,4,0
O502750,05-01-2025,C04373,R303,Semi-Urban,D0305,294,30,0,324,UPI,Delivered,36,4,0
O502758,10-09-2024,C19966,R416,Metropolitan,D0161,512,35,0,547,Cash,Delivered,31,4,0
O502763,24-07-2025,C20133,R202,Metropolitan,D0322,555,30,0,585,UPI,Delivered,32,4,1
O502766,05-12-2023,C05333,R071,Urban,D1077,570,35,0,605,Wallet,Delivered,47,5,1
O502770,25-08-2024,C10581,R148,Metropolitan,D0159,528,35,20,543,UPI,Delivered,38,5,1
O502781,17-12-2025,C11131,R036,Metropolitan,D0647,614,40,30,624,UPI,Delivered,31,5,1
O502784,04-03-2025,C12965,R546,Urban,D0097,567,35,0,602,Wallet,Returned,34,5,1
O502791,28-02-2025,C13387,R038,Metropolitan,D0737,289,30,75,244,UPI,Delivered,42,5,0
O502792,09-09-2023,C05219,R239,Semi-Urban,D0763,756,30,0,786,UPI,Cancelled,27,5,0
O502816,24-10-2023,C05982,R166,Urban,D0919,605,30,0,635,Cash,Delivered,31,5,1
O502822,01-04-2024,C07104,R370,Metropolitan,D0490,607,50,0,657,Card,Delivered,25,5,0
O502839,26-10-2023,C08011,R023,Metropolitan,D0302,817,30,100,747,Cash,Delivered,37,2,1
